Contents,p_content,old_hastag,Hashtag
"️🎊 MLOps VN xin chân thành cảm ơn tất cả các bạn đã theo dõi và tham gia buổi seminar của chúng tôi. Hy vọng qua buổi seminar này có thể giúp các bạn có cái nhìn tổng quan hơn về Model Serving.
✍️ P/S: Nhờ mọi người dành chút ít thời gian để điền form khảo sát của chúng tôi. Những ý kiến đóng góp của bạn giúp chúng tôi sẽ hoàn thiện hơn trong tương lai.
Link khảo sát: https://tinyurl.com/2y4v2phz",MLOps VN xin chân thành cảm ơn tất cả các bạn đã theo dõi và tham gia buổi seminar của chúng tôi. Hy vọng qua buổi seminar này có thể giúp các bạn có cái nhìn tổng quan hơn về Model Serving. P/S: Nhờ mọi người dành chút ít thời gian để điền form khảo sát của chúng tôi. Những ý kiến đóng góp của bạn giúp chúng tôi sẽ hoàn thiện hơn trong tương lai. Link khảo sát: https://tinyurl.com/2y4v2phz,,
"Nhà mình ơi em có chút việc muốn nhờ ạ:
- Bên cty em từ trước đang chạy luồng ml spark trên yarn cluster bây giờ phòng em đang muốn chuyển sang chạy trên k8s
- Thì đã demo chạy được spark trên k8s với luồng cơ bản là sinh feature, rồi tạo model, rồi predict. Kết quả được đẩy lên HDFS bên ngoài
- Nhưng sếp vẫn chưa muốn đổi sang dùng k8s, các bác nào mà đã triển khai trên k8s rồi thì cho em biết k8s dùng sẽ hơn yarn ở những điểm nào để em thuyết phục sếp em đc ko ạ?","Nhà mình ơi em có chút việc muốn nhờ ạ: - Bên cty em từ trước đang chạy luồng ml spark trên yarn cluster bây giờ phòng em đang muốn chuyển sang chạy trên k8s - Thì đã demo chạy được spark trên k8s với luồng cơ bản là sinh feature, rồi tạo model, rồi predict. Kết quả được đẩy lên HDFS bên ngoài - Nhưng sếp vẫn chưa muốn đổi sang dùng k8s, các bác nào mà đã triển khai trên k8s rồi thì cho em biết k8s dùng sẽ hơn yarn ở những điểm nào để em thuyết phục sếp em đc ko ạ?",,
"Hi members của nhóm,
Không biết trong nhóm mình đã có ai sử dụng Delta Lake (https://delta.io/) và Delta Table cho data version control cho dữ liệu ảnh chưa. Mình muốn hỏi về pros and cons của hướng tiếp cận này, cũng như best practices.","Hi members của nhóm, Không biết trong nhóm mình đã có ai sử dụng Delta Lake (https://delta.io/) và Delta Table cho data version control cho dữ liệu ảnh chưa. Mình muốn hỏi về pros and cons của hướng tiếp cận này, cũng như best practices.",,
"🔥 Hi cả nhà, giờ lành đã điểm. Buổi seminar của chúng ta đã bắt đầu, mọi người nhanh chân join vào zoom để không bỏ lỡ những điều thú vị nha. 🔥","Hi cả nhà, giờ lành đã điểm. Buổi seminar của chúng ta đã bắt đầu, mọi người nhanh chân join vào zoom để không bỏ lỡ những điều thú vị nha.",,
"🎉THÔNG BÁO BUỔI SEMINAR #3: HIGH PERFORMANCE MODEL SERVING WITH BENTOML AND JENKINS🎉
👉 Đây là buổi seminar thứ 3 trong chuỗi 3 seminars liên quan đến các nội dung từ khóa học MLOps Crash Course của MLOpsVN team.
MLOps Crash Course là khóa học dành cho các cá nhân và tổ chức muốn tìm hiểu, thử nghiệm và triển khai MLOps cho các dự án AI của mình. Thông tin đăng ký và tải về có trong nội dung ở cuối bài(hoàn toàn miễn phí với access code).
🧑‍💻 Speaker ở lần thứ 3 này là Quan Dang, một trong những authors của khóa học MLOps Crash Course. Quân hiện đang là Expert Machine Learning Engineer tại Ngân hàng TMCP Hàng Hải, với nhiều năm kinh nghiệm về AI và hệ thống MLOps trong những doanh nghiệp lớn.
📝 Nội dung của buổi seminar lần này là High Performance Model Serving with BentoML and Jenkins với 3 nội dung chính sau:
- Model Serving Design Patterns
- Implement Model Serving using BentoML
- Release Faster and More Reliable with Jenkins
Mọi người nhớ dành thời gian đăng ký tham gia nhé!
——————
📌 Thời gian: Thứ sáu, ngày 10/02/2023, 20:00 - 21:00 GMT+7
📌 Hình thức: Online qua Zoom ở địa chỉ https://bit.ly/mlopsvn-seminar
📌 Link đăng ký tham gia: https://tinyurl.com/22fvvklu
——————
Cách tham gia khóa học:
✅ Truy cập địa chỉ: https://mlops.vn/#registration
✅ Điền vào form thông tin về tên, email và access code ""MLOPS-MARA""
✅ Một email chứa link tải về của khóa học sẽ được gửi đến địa chỉ đã đăng ký
—--
Tham gia Facebook Group tại: https://www.facebook.com/groups/mlopsvn/
Tham gia Discord Channel tại: https://discord.gg/JNbQpba9Ae
#mlopsvn #mlopscrashcourse","THÔNG BÁO BUỔI SEMINAR HIGH PERFORMANCE MODEL SERVING WITH BENTOML AND JENKINS Đây là buổi seminar thứ 3 trong chuỗi 3 seminars liên quan đến các nội dung từ khóa học MLOps Crash Course của MLOpsVN team. MLOps Crash Course là khóa học dành cho các cá nhân và tổ chức muốn tìm hiểu, thử nghiệm và triển khai MLOps cho các dự án AI của mình. Thông tin đăng ký và tải về có trong nội dung ở cuối bài(hoàn toàn miễn phí với access code). Speaker ở lần thứ 3 này là Quan Dang, một trong những authors của khóa học MLOps Crash Course. Quân hiện đang là Expert Machine Learning Engineer tại Ngân hàng TMCP Hàng Hải, với nhiều năm kinh nghiệm về AI và hệ thống MLOps trong những doanh nghiệp lớn. Nội dung của buổi seminar lần này là High Performance Model Serving with BentoML and Jenkins với 3 nội dung chính sau: - Model Serving Design Patterns - Implement Model Serving using BentoML - Release Faster and More Reliable with Jenkins Mọi người nhớ dành thời gian đăng ký tham gia nhé! —————— Thời gian: Thứ sáu, ngày 10/02/2023, 20:00 - 21:00 GMT+7 Hình thức: Online qua Zoom ở địa chỉ https://bit.ly/mlopsvn-seminar Link đăng ký tham gia: https://tinyurl.com/22fvvklu —————— Cách tham gia khóa học: Truy cập địa chỉ: https://mlops.vn/#registration Điền vào form thông tin về tên, email và access code ""MLOPS-MARA"" Một email chứa link tải về của khóa học sẽ được gửi đến địa chỉ đã đăng ký —-- Tham gia Facebook Group tại: https://www.facebook.com/groups/mlopsvn/ Tham gia Discord Channel tại: https://discord.gg/JNbQpba9Ae",#3:	#mlopsvn	#mlopscrashcourse,
"Hi admin và mọi người. Mình đang thực hành theo mlops crash course. Tuy nhiên, mình đang vướng chỗ set Airflow Variable MLOPS_CRASH_COURSE_CODE_DIR ở phần xây dựng pipeline của datapipline. Mình thử set theo hướng dẫn thì không được. DAG chạy báo lỗi File or directory not found. Mình cũng thử hardcode nhưng vẫn không thể mount source cho image. Không biết có phải do mình đang sang WSL2 trên docker desktop hay không. Mình test thử docker run với source path thì chỉ nó chỉ tạo folder trên image chứ không binding. Nhờ mọi người hỗ trợ giúp mình với.","Hi admin và mọi người. Mình đang thực hành theo mlops crash course. Tuy nhiên, mình đang vướng chỗ set Airflow Variable MLOPS_CRASH_COURSE_CODE_DIR ở phần xây dựng pipeline của datapipline. Mình thử set theo hướng dẫn thì không được. DAG chạy báo lỗi File or directory not found. Mình cũng thử hardcode nhưng vẫn không thể mount source cho image. Không biết có phải do mình đang sang WSL2 trên docker desktop hay không. Mình test thử docker run với source path thì chỉ nó chỉ tạo folder trên image chứ không binding. Nhờ mọi người hỗ trợ giúp mình với.",,
"Góc MLFlow với một chiếc UI đẹp hơn 🤣
https://medium.com/aimstack/exploring-mlflow-experiments-with-a-powerful-ui-238fa2acf89e
#mlflow #experimentracking",Góc MLFlow với một chiếc UI đẹp hơn https://medium.com/aimstack/exploring-mlflow-experiments-with-a-powerful-ui-238fa2acf89e,#mlflow	#experimentracking,
"FEATURE STORE SUMMIT 2022
Feature Store ngày càng được ứng dụng ở nhiều công ty data-driven giúp dễ dàng hơn trong việc tái sử dụng, chia sẻ và theo dõi chất lượng feature, đồng thời cũng giảm training-serving skew (xảy ra khi feature dùng để training và serving được xử lý khác nhau).
Dưới đây là ứng dụng Feature Store ở một số công ty lớn, mọi người chắc chắn sẽ học hỏi được nhiều thứ hay ho 😁.
Chúc mừng năm mới cả nhà, và cảm ơn mọi người đã đồng hành cùng em và MLOpsVN team trong suốt cả năm qua. 🫶
https://www.featurestore.org/feature-store-summit-2022
#featurestore","FEATURE STORE SUMMIT 2022 Feature Store ngày càng được ứng dụng ở nhiều công ty data-driven giúp dễ dàng hơn trong việc tái sử dụng, chia sẻ và theo dõi chất lượng feature, đồng thời cũng giảm training-serving skew (xảy ra khi feature dùng để training và serving được xử lý khác nhau). Dưới đây là ứng dụng Feature Store ở một số công ty lớn, mọi người chắc chắn sẽ học hỏi được nhiều thứ hay ho . Chúc mừng năm mới cả nhà, và cảm ơn mọi người đã đồng hành cùng em và MLOpsVN team trong suốt cả năm qua. https://www.featurestore.org/feature-store-summit-2022",#featurestore,
"MLOPSVN CHÚC TẾT 2023 QUÝ MÃO
HAPPY NEW YEAR 2023 QUÝ MÃO 🐱🐱🐱
🚀 Năm cũ đã qua, năm mới lại đến. MLOpsVN chúc tất cả thành viên trong cộng đồng có một năm mới 2023 thật nhiều năng lượng và có nhiều bứt phá hơn trong công việc.
🎉 MLOpsVN rất vui khi được đồng hành, chia sẻ kiến thức về MLOps và Machine Learning in Production cùng tất cả các thành viên trong group. Hy vọng bước sang năm 2023 này, cộng đồng của chúng ta sẽ phát triển mạnh mẽ hơn nữa.","MLOPSVN CHÚC TẾT 2023 QUÝ MÃO HAPPY NEW YEAR 2023 QUÝ MÃO Năm cũ đã qua, năm mới lại đến. MLOpsVN chúc tất cả thành viên trong cộng đồng có một năm mới 2023 thật nhiều năng lượng và có nhiều bứt phá hơn trong công việc. MLOpsVN rất vui khi được đồng hành, chia sẻ kiến thức về MLOps và Machine Learning in Production cùng tất cả các thành viên trong group. Hy vọng bước sang năm 2023 này, cộng đồng của chúng ta sẽ phát triển mạnh mẽ hơn nữa.",,
"Một số chia sẻ nhỏ cuối năm về Flask, FastAPI và BentoML
Flask là một framework phổ biến mà rất nhiều bác sử dụng để serve model hiện nay. Tuy nhiên, do Flask sử dụng WSGI server nên sẽ xử lý request theo kiểu đồng bộ: worker hoàn thành tất cả task trong request A (có thể đồng bộ hoặc bất đồng bộ) mới bắt đầu xử lý request B. FastAPI sử dụng ASGI server giúp cho các request được xử lý bất đồng bộ: trong khi xử lý request A có thể tạm thời chuyển qua xử lý request B và trở lại xử lý tiếp request A sau.
Tuy nhiên hầu hết các task trong ML đều là CPU/memory bound dẫn tới multithreading không hiệu quả (bởi vì GIL của CPython interpreter), đồng thời việc fork các prediction process để xử lý multiprocessing cũng khiến nhiều bản sao của model bị load lên RAM. Để giải quyết vấn đề này, BentoML đã implement tính năng micro-batching giúp nâng cao through put của hệ thống thông qua việc gom nhiều request để xử lý một lúc, đồng thời framework này cũng đơn giản hóa việc viết API và đóng gói model dẫn tới việc serve dễ dàng hơn rất nhiều.
Mọi người có thể học thêm về cách serve model hiệu quả sử dụng BentoML ở khóa học free MLOps Crash Course (Em xin gửi lại link cho các bác chưa đăng ký https://mlops.vn/#registration, ACCESS CODE là MLOPSVN-REL).
Cảm ơn cả nhà nhiều!
#bentoml #modelserving","Một số chia sẻ nhỏ cuối năm về Flask, FastAPI và BentoML Flask là một framework phổ biến mà rất nhiều bác sử dụng để serve model hiện nay. Tuy nhiên, do Flask sử dụng WSGI server nên sẽ xử lý request theo kiểu đồng bộ: worker hoàn thành tất cả task trong request A (có thể đồng bộ hoặc bất đồng bộ) mới bắt đầu xử lý request B. FastAPI sử dụng ASGI server giúp cho các request được xử lý bất đồng bộ: trong khi xử lý request A có thể tạm thời chuyển qua xử lý request B và trở lại xử lý tiếp request A sau. Tuy nhiên hầu hết các task trong ML đều là CPU/memory bound dẫn tới multithreading không hiệu quả (bởi vì GIL của CPython interpreter), đồng thời việc fork các prediction process để xử lý multiprocessing cũng khiến nhiều bản sao của model bị load lên RAM. Để giải quyết vấn đề này, BentoML đã implement tính năng micro-batching giúp nâng cao through put của hệ thống thông qua việc gom nhiều request để xử lý một lúc, đồng thời framework này cũng đơn giản hóa việc viết API và đóng gói model dẫn tới việc serve dễ dàng hơn rất nhiều. Mọi người có thể học thêm về cách serve model hiệu quả sử dụng BentoML ở khóa học free MLOps Crash Course (Em xin gửi lại link cho các bác chưa đăng ký https://mlops.vn/#registration, ACCESS CODE là MLOPSVN-REL). Cảm ơn cả nhà nhiều!",#bentoml	#modelserving,
,nan,,
"Seminar #2 - Feature Store - What, Why, How
Hi cả nhà, như đã giới thiệu hôm bữa về chuỗi 3 buổi Seminars cho khoá học MLOps Crash Course, dưới đây là nội dung của buổi seminar thứ 2 với chủ đề FEATURE STORE - WHAT, WHY, HOW:
Tổng quan và kiến trúc của Feature Store
Tháp nhu cầu của Feature Store
So sánh các sản phẩm Feature Store
Ứng dụng Feature Store trong MLOps Crash Course
——————
📌 Thời gian: Thứ Tư, ngày 04/01/2023, 20:00 - 21:00 GMT+7
📌 Hình thức: Online qua Zoom ở địa chỉ https://bit.ly/mlopsvn-seminar
Hẹn gặp mọi người vào buổi seminar tới!","Seminar - Feature Store - What, Why, How Hi cả nhà, như đã giới thiệu hôm bữa về chuỗi 3 buổi Seminars cho khoá học MLOps Crash Course, dưới đây là nội dung của buổi seminar thứ 2 với chủ đề FEATURE STORE - WHAT, WHY, HOW: Tổng quan và kiến trúc của Feature Store Tháp nhu cầu của Feature Store So sánh các sản phẩm Feature Store Ứng dụng Feature Store trong MLOps Crash Course —————— Thời gian: Thứ Tư, ngày 04/01/2023, 20:00 - 21:00 GMT+7 Hình thức: Online qua Zoom ở địa chỉ https://bit.ly/mlopsvn-seminar Hẹn gặp mọi người vào buổi seminar tới!",#2,
"Free AWS Solutions Architect Training cho cả nhà
https://lnkd.in/eAVCYkuM
#aws #cloud",Free AWS Solutions Architect Training cho cả nhà https://lnkd.in/eAVCYkuM,#aws	#cloud,
"MLOps Guide
This site is intended to be a MLOps Guide to help projects and companies to build more reliable MLOps environment. This guide should contemplate the theory behind MLOps and an implementation that should fit for most use cases. Made by Arthur Olga, Gabriel Monteiro, Guilherme Leite and Vinicius Lima","MLOps Guide This site is intended to be a MLOps Guide to help projects and companies to build more reliable MLOps environment. This guide should contemplate the theory behind MLOps and an implementation that should fit for most use cases. Made by Arthur Olga, Gabriel Monteiro, Guilherme Leite and Vinicius Lima",,
"MLOps Marathon Tìm GRAPHIC DESIGNER / VIDEO EDITOR
Hi cả nhà, hôm nay mình viết bài này để nhờ mọi người giới thiệu giúp các bạn có nguyện vọng volunteer cho MLOps Marathon ở vị trí Graphic Designer / Video Editor.

Hôm bữa mình có post bài tìm tình nguyện viên cho MLOps Marathon ở các vị trí ML Engineer, Backend Engineer, Graphic Designer / Video Editor thì rất vui khi nhận được rất nhiều hồ sơ của mọi người, nhưng lại chưa tìm được Graphic Designer / Video Editor phù hợp. Rất rất mong mọi người có thể giới thiệu bạn bè hay những ứng viên phù hợp giúp MLOpsVN team.
Cảm ơn cà nhà nhiều!

--------
MLOps Marathon là cuộc thi đầu tiên tại Việt Nam về MLOps, được tổ chức trong Quý 1 2023. Cuộc thi sẽ thách thức các kĩ sư trong cộng đồng AI với các vấn đề hay gặp của các sản phẩm AI khi triển khai ra thị trường, đòi hỏi các kĩ sư cần hiểu về những khó khăn khi triển khai một hệ thống ML, và trang bị một bộ các kĩ năng về MLOps nhất định.
💼 Vị trí cần tuyển: Graphic Designer / Video Editor
📝 Mô tả công việc: https://bit.ly/mlops-marathon-volunteers-JD
✍️ Cách đăng ký: Gửi CV về email mlopsvn@openfactor.org với tiêu đề: MLOps Marathon Volunteer - Role name
📌 Deadline: 2023-01-21
🌱 Quyền lợi:
Giấy chứng nhận tình nguyện viên cho cuộc thi đầu tiên về MLOps tại Việt Nam
Nhận sự giúp đỡ về chuyên môn và kĩ năng tương ứng vị trí công việc
Kết nối với các tổ chức lớn và mở rộng các cơ hội việc làm
Trải nghiệm môi trường làm việc đa quốc gia, đa văn hóa","MLOps Marathon Tìm GRAPHIC DESIGNER / VIDEO EDITOR Hi cả nhà, hôm nay mình viết bài này để nhờ mọi người giới thiệu giúp các bạn có nguyện vọng volunteer cho MLOps Marathon ở vị trí Graphic Designer / Video Editor. Hôm bữa mình có post bài tìm tình nguyện viên cho MLOps Marathon ở các vị trí ML Engineer, Backend Engineer, Graphic Designer / Video Editor thì rất vui khi nhận được rất nhiều hồ sơ của mọi người, nhưng lại chưa tìm được Graphic Designer / Video Editor phù hợp. Rất rất mong mọi người có thể giới thiệu bạn bè hay những ứng viên phù hợp giúp MLOpsVN team. Cảm ơn cà nhà nhiều! -------- MLOps Marathon là cuộc thi đầu tiên tại Việt Nam về MLOps, được tổ chức trong Quý 1 2023. Cuộc thi sẽ thách thức các kĩ sư trong cộng đồng AI với các vấn đề hay gặp của các sản phẩm AI khi triển khai ra thị trường, đòi hỏi các kĩ sư cần hiểu về những khó khăn khi triển khai một hệ thống ML, và trang bị một bộ các kĩ năng về MLOps nhất định. Vị trí cần tuyển: Graphic Designer / Video Editor Mô tả công việc: https://bit.ly/mlops-marathon-volunteers-JD Cách đăng ký: Gửi CV về email mlopsvn@openfactor.org với tiêu đề: MLOps Marathon Volunteer - Role name Deadline: 2023-01-21 Quyền lợi: Giấy chứng nhận tình nguyện viên cho cuộc thi đầu tiên về MLOps tại Việt Nam Nhận sự giúp đỡ về chuyên môn và kĩ năng tương ứng vị trí công việc Kết nối với các tổ chức lớn và mở rộng các cơ hội việc làm Trải nghiệm môi trường làm việc đa quốc gia, đa văn hóa",,
Mình thấy các pipeline MLOPS hiện nay có vẻ như đều dành cho bài toán unsupervised nhỉ. Mình có thắc mắc với bài toán supervised thì Data Annotator sẽ nằm ở đâu trong pipeline? Nếu sử dụng deep learning thì feature store sẽ không cần thiết đúng không nhỉ? Như trong các bài toán với dữ liệu dạng ảnh chẳng hạn…,Mình thấy các pipeline MLOPS hiện nay có vẻ như đều dành cho bài toán unsupervised nhỉ. Mình có thắc mắc với bài toán supervised thì Data Annotator sẽ nằm ở đâu trong pipeline? Nếu sử dụng deep learning thì feature store sẽ không cần thiết đúng không nhỉ? Như trong các bài toán với dữ liệu dạng ảnh chẳng hạn…,,
"Mọi người join link Zoom để có thể tham dự buổi seminar #2 về Feature Store do anh Tung Nar, là một trong những authors của MLOps Crash Course trình bày nha! 😄","Mọi người join link Zoom để có thể tham dự buổi seminar về Feature Store do anh Tung Nar, là một trong những authors của MLOps Crash Course trình bày nha!",#2,
"Hello mn, mình xin share cuốn sách khá hay về ML Solution Architect. Cụ thể:
Áp dụng các phương pháp ML để giải quyết các vấn đề business
Design enterprise ML platform architecture
Triển khai MLOps cho ML workflow automation
Xây dựng end-to-end data management architecture bằng AWS
Train large-scale ML models và optimize model inference latency
Tạo business application bằng AI service và custom model.
Sử dụng các AWS services để detect data, model bias và explain models.

Link book: https://www.amazon.com/Machine-Learning-Solutions-Architect-Handbook/dp/1801072167
Link code: https://github.com/PacktPublishing/The-Machine-Learning-Solutions-Architect-Handbook
#mlops #aws #book #ml #mlsa #mlsah ","Hello mn, mình xin share cuốn sách khá hay về ML Solution Architect. Cụ thể: Áp dụng các phương pháp ML để giải quyết các vấn đề business Design enterprise ML platform architecture Triển khai MLOps cho ML workflow automation Xây dựng end-to-end data management architecture bằng AWS Train large-scale ML models và optimize model inference latency Tạo business application bằng AI service và custom model. Sử dụng các AWS services để detect data, model bias và explain models. Link book: https://www.amazon.com/Machine-Learning-Solutions-Architect-Handbook/dp/1801072167 Link code: https://github.com/PacktPublishing/The-Machine-Learning-Solutions-Architect-Handbook",#mlops	#aws	#book	#ml	#mlsa	#mlsah,
"MLOps Marathon Tìm Tình Nguyện Viên
MLOps Marathon là cuộc thi đầu tiên tại Việt Nam về MLOps, được tổ chức trong Quý 1 2023. Cuộc thi sẽ thách thức các kĩ sư trong cộng đồng AI với các vấn đề hay gặp của các sản phẩm AI khi triển khai ra thị trường, đòi hỏi các kĩ sư cần hiểu về những khó khăn khi triển khai một hệ thống ML, và trang bị một bộ các kĩ năng về MLOps nhất định.
💼 Vị trí cần tuyển: ML Engineer, Backend Engineer, Graphic Designer
📝 Mô tả công việc: https://bit.ly/mlops-marathon-volunteers-JD
✍️ Cách đăng ký: Gửi CV về email mlopsvn@openfactor.org với tiêu đề: MLOps Marathon Volunteer - Role name
📌 Deadline: 2023-01-21
🌱 Quyền lợi:
Giấy chứng nhận tình nguyện viên cho cuộc thi đầu tiên về MLOps tại Việt Nam
Nhận sự giúp đỡ về chuyên môn và kĩ năng tương ứng vị trí công việc
Kết nối, học hỏi từ các chuyên gia về AI/ML đặc biệt là MLOps
Trải nghiệm môi trường làm việc đa quốc gia, đa văn hóa","MLOps Marathon Tìm Tình Nguyện Viên MLOps Marathon là cuộc thi đầu tiên tại Việt Nam về MLOps, được tổ chức trong Quý 1 2023. Cuộc thi sẽ thách thức các kĩ sư trong cộng đồng AI với các vấn đề hay gặp của các sản phẩm AI khi triển khai ra thị trường, đòi hỏi các kĩ sư cần hiểu về những khó khăn khi triển khai một hệ thống ML, và trang bị một bộ các kĩ năng về MLOps nhất định. Vị trí cần tuyển: ML Engineer, Backend Engineer, Graphic Designer Mô tả công việc: https://bit.ly/mlops-marathon-volunteers-JD Cách đăng ký: Gửi CV về email mlopsvn@openfactor.org với tiêu đề: MLOps Marathon Volunteer - Role name Deadline: 2023-01-21 Quyền lợi: Giấy chứng nhận tình nguyện viên cho cuộc thi đầu tiên về MLOps tại Việt Nam Nhận sự giúp đỡ về chuyên môn và kĩ năng tương ứng vị trí công việc Kết nối, học hỏi từ các chuyên gia về AI/ML đặc biệt là MLOps Trải nghiệm môi trường làm việc đa quốc gia, đa văn hóa",,
,nan,,
"MLOps Platform: Seminar 1 - Updates
Hi cả nhà, hôm này mình có 2 updates cực hot.
Update 1, như đã giới thiệu hôm bữa, dưới đây là thông tin buổi Seminar cho MLOps Crash Course:
Thời gian: thứ Năm ngày 22/12/2022, 20:00 - 21:00 GMT+7
Hình thức: Online qua Zoom tại https://bit.ly/mlopsvn-seminar
Update 2, dạo này mình biết mọi người đang tích cực tìm kiếm remote job lương cao, nên xin được share với mọi người:
Danh sách hơn 700 remote-friendly tech companies: https://github.com/remoteintech/remote-jobs
Blog series cách phỏng vấn vị trí liên quan tới backend của ML Systems: https://aiengineer.net/ml-skills/machine-learning-infrastructure-interview/
Xin hết updates, hẹn gặp mọi người vào buổi seminar thứ 5 tới lúc 20:00 !
 — với Quan Dang.","MLOps Platform: Seminar 1 - Updates Hi cả nhà, hôm này mình có 2 updates cực hot. Update 1, như đã giới thiệu hôm bữa, dưới đây là thông tin buổi Seminar cho MLOps Crash Course: Thời gian: thứ Năm ngày 22/12/2022, 20:00 - 21:00 GMT+7 Hình thức: Online qua Zoom tại https://bit.ly/mlopsvn-seminar Update 2, dạo này mình biết mọi người đang tích cực tìm kiếm remote job lương cao, nên xin được share với mọi người: Danh sách hơn 700 remote-friendly tech companies: https://github.com/remoteintech/remote-jobs Blog series cách phỏng vấn vị trí liên quan tới backend của ML Systems: https://aiengineer.net/ml-skills/machine-learning-infrastructure-interview/ Xin hết updates, hẹn gặp mọi người vào buổi seminar thứ 5 tới lúc 20:00 ! — với Quan Dang.",,
"MLOps Platform: Seminar 1
Hi cả nhà, hôm nay mình ngoi lên với 2 mục đích.

Thứ nhất là để cảm ơn group mình hôm trước đã đi offline và nhậu. Trò chuyện chia sẻ gặp gỡ mọi người real-time cảm giác khác với trên mạng rất nhiều, rất là con người.

Thứ hai là vẫn là để cảm ơn group mình đã support nhiệt tình cho MLOps Crash Course vừa mới released hôm trước, đặc biệt là các bạn Reviewers đã giành nhiều tâm huyết và thời gian để kiểm tra từng lỗi nhỏ, từ câu từ cho tới các bugs trong course. MLOpsVN Team có gửi lời cảm ơn chân thành và để tên các bạn trong trang đầu tiên của ebook khoá học.

Hiện tại khoá học đã có tới hơn 500 lượt tải ebook. Nhận thấy sự quan tâm của cộng đồng, MLOpsVN Team sẽ tổ chức khoảng 3 buổi chia sẻ để giúp các bạn hiểu hơn về khoá học, cách học và tiếp cận các bài trong khoá học, về MLOps, tầm quan trọng của MLOps, xu hướng của MLOps trong tương lai ở Việt Nam, và trao đổi với mọi người về các topics Designing ML Systems, và đặc biệt là Building MLOps Platform.

Để đăng ký cho các buổi chia sẻ và để MLOpsVN team chuẩn bị cho trọn vẹn, mọi người giúp mình đăng ký tại link mình để dưới đây nha. Lịch về các buổi chia sẻ sẽ được thông báo trong vài ngày tới.

Hy vọng những gì MLOpsVN Team đang và sẽ làm có thể đóng góp ít nhiều cho cộng đồng.
Cảm ơn cả nhà.

* Link đăng ký buổi chia sẻ: https://forms.gle/nyc5VncFbLQ1tUd18
* Cách đăng ký khoá học: https://www.facebook.com/MLOpsVN/posts/pfbid0NzrrngFk2zA11EeWDov7cQkx533gojFzG6cCUhmbhCH92NQ9K4UDQbRZT7BWL2qgl","MLOps Platform: Seminar 1 Hi cả nhà, hôm nay mình ngoi lên với 2 mục đích. Thứ nhất là để cảm ơn group mình hôm trước đã đi offline và nhậu. Trò chuyện chia sẻ gặp gỡ mọi người real-time cảm giác khác với trên mạng rất nhiều, rất là con người. Thứ hai là vẫn là để cảm ơn group mình đã support nhiệt tình cho MLOps Crash Course vừa mới released hôm trước, đặc biệt là các bạn Reviewers đã giành nhiều tâm huyết và thời gian để kiểm tra từng lỗi nhỏ, từ câu từ cho tới các bugs trong course. MLOpsVN Team có gửi lời cảm ơn chân thành và để tên các bạn trong trang đầu tiên của ebook khoá học. Hiện tại khoá học đã có tới hơn 500 lượt tải ebook. Nhận thấy sự quan tâm của cộng đồng, MLOpsVN Team sẽ tổ chức khoảng 3 buổi chia sẻ để giúp các bạn hiểu hơn về khoá học, cách học và tiếp cận các bài trong khoá học, về MLOps, tầm quan trọng của MLOps, xu hướng của MLOps trong tương lai ở Việt Nam, và trao đổi với mọi người về các topics Designing ML Systems, và đặc biệt là Building MLOps Platform. Để đăng ký cho các buổi chia sẻ và để MLOpsVN team chuẩn bị cho trọn vẹn, mọi người giúp mình đăng ký tại link mình để dưới đây nha. Lịch về các buổi chia sẻ sẽ được thông báo trong vài ngày tới. Hy vọng những gì MLOpsVN Team đang và sẽ làm có thể đóng góp ít nhiều cho cộng đồng. Cảm ơn cả nhà. * Link đăng ký buổi chia sẻ: https://forms.gle/nyc5VncFbLQ1tUd18 * Cách đăng ký khoá học: https://www.facebook.com/MLOpsVN/posts/pfbid0NzrrngFk2zA11EeWDov7cQkx533gojFzG6cCUhmbhCH92NQ9K4UDQbRZT7BWL2qgl",,
